,dependency_anomalies_16_http_2,dependency_anomalies_41_Waveform_3,dependency_anomalies_19_landsat_2,dependency_anomalies_43_WDBC_3,dependency_anomalies_33_skin_2,dependency_anomalies_14_glass_2,dependency_anomalies_4_breastw_3,dependency_anomalies_23_mammography_2,dependency_anomalies_16_http_3,dependency_anomalies_15_Hepatitis_2,dependency_anomalies_36_speech_3,dependency_anomalies_39_vertebral_3,dependency_anomalies_42_WBC_3,dependency_anomalies_15_Hepatitis_3,dependency_anomalies_32_shuttle_1,dependency_anomalies_44_Wilt_2,dependency_anomalies_41_Waveform_1,dependency_anomalies_34_smtp_1,dependency_anomalies_33_skin_1,dependency_anomalies_42_WBC_2,dependency_anomalies_10_cover_1,dependency_anomalies_1_ALOI_2,dependency_anomalies_23_mammography_3,dependency_anomalies_8_celeba_1,dependency_anomalies_28_pendigits_1,dependency_anomalies_12_fault_1,dependency_anomalies_46_WPBC_3,dependency_anomalies_43_WDBC_1,dependency_anomalies_19_landsat_1,dependency_anomalies_30_satellite_2,dependency_anomalies_36_speech_2,dependency_anomalies_39_vertebral_2,dependency_anomalies_8_celeba_2,dependency_anomalies_22_magic.gamma_1,dependency_anomalies_44_Wilt_3,dependency_anomalies_27_PageBlocks_3,dependency_anomalies_28_pendigits_3,dependency_anomalies_46_WPBC_2,dependency_anomalies_38_thyroid_1,dependency_anomalies_45_wine_3,dependency_anomalies_4_breastw_2,dependency_anomalies_38_thyroid_3,dependency_anomalies_29_Pima_3,dependency_anomalies_45_wine_2,dependency_anomalies_47_yeast_3,dependency_anomalies_18_Ionosphere_2,dependency_anomalies_7_Cardiotocography_3,dependency_anomalies_38_thyroid_2,dependency_anomalies_18_Ionosphere_1,dependency_anomalies_2_annthyroid_3,dependency_anomalies_25_musk_3,dependency_anomalies_33_skin_3,dependency_anomalies_5_campaign_1,dependency_anomalies_46_WPBC_1,dependency_anomalies_7_Cardiotocography_2,dependency_anomalies_14_glass_1,dependency_anomalies_6_cardio_2,dependency_anomalies_6_cardio_3,dependency_anomalies_25_musk_1,dependency_anomalies_32_shuttle_2,dependency_anomalies_47_yeast_2,dependency_anomalies_21_Lymphography_2,dependency_anomalies_13_fraud_3,dependency_anomalies_31_satimage-2_1,dependency_anomalies_29_Pima_2,dependency_anomalies_1_ALOI_3,dependency_anomalies_39_vertebral_1,dependency_anomalies_37_Stamps_3,dependency_anomalies_21_Lymphography_1,dependency_anomalies_2_annthyroid_2,dependency_anomalies_36_speech_1,dependency_anomalies_23_mammography_1,dependency_anomalies_4_breastw_1,dependency_anomalies_41_Waveform_2,dependency_anomalies_7_Cardiotocography_1,dependency_anomalies_43_WDBC_2,dependency_anomalies_19_landsat_3,dependency_anomalies_30_satellite_1,dependency_anomalies_37_Stamps_1,dependency_anomalies_29_Pima_1,dependency_anomalies_10_cover_3,dependency_anomalies_13_fraud_2,dependency_anomalies_11_donors_2,dependency_anomalies_40_vowels_3,dependency_anomalies_47_yeast_1,dependency_anomalies_18_Ionosphere_3,dependency_anomalies_30_satellite_3,dependency_anomalies_22_magic.gamma_3,dependency_anomalies_8_celeba_3,dependency_anomalies_31_satimage-2_3,dependency_anomalies_2_annthyroid_1,dependency_anomalies_44_Wilt_1,dependency_anomalies_20_letter_2,dependency_anomalies_14_glass_3,dependency_anomalies_35_SpamBase_2,dependency_anomalies_34_smtp_2,dependency_anomalies_20_letter_3,dependency_anomalies_45_wine_1,dependency_anomalies_25_musk_2,dependency_anomalies_6_cardio_1,dependency_anomalies_13_fraud_1,dependency_anomalies_40_vowels_2,dependency_anomalies_37_Stamps_2,dependency_anomalies_12_fault_2,dependency_anomalies_20_letter_1,dependency_anomalies_10_cover_2,dependency_anomalies_32_shuttle_3,dependency_anomalies_16_http_1,dependency_anomalies_15_Hepatitis_1,dependency_anomalies_34_smtp_3,dependency_anomalies_42_WBC_1,dependency_anomalies_22_magic.gamma_2,dependency_anomalies_40_vowels_1,dependency_anomalies_21_Lymphography_3,dependency_anomalies_12_fault_3,dependency_anomalies_31_satimage-2_2
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,0.6544444444444445,,,,,0.038459006888109826,,0.0061035961761149015,,1.0,,,,,,,,,,,,0.05859635985251749,,,,,,,,,,,,0.004425455168017607,0.020346501725361926,0.8711111111111112,,,,,0.0059602342693528135,0.02336408300244033,,0.01628774182055849,,0.006724503035969117,,,0.006046608455128469,1.0,0.011879941088128537,,,,,,0.009057827216542025,,,,,,,,0.036872716872940255,,,,,,,,,,,0.24246624621290097,,,,0.027448073742366557,,,0.009019594173674476,,,0.5800000000000001,0.04581535759818959,1.0,1.0,,,,,,,0.007625182688342523,,,,,,,,,,0.006362104067415685,,,,,,,,0.28028749961523075,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,0.5,,,,,0.591381002718212,,0.5,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,0.5,0.5,,,,,0.5,0.5,,0.5,,0.5,,,0.5,0.5,0.5,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,,0.5,,,,0.5,,,0.5,,,0.5,0.5,0.5,0.5,,,,,,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,0.71,,,,,0.11568770226537214,,0.013751173909048729,,1.0,,,,,,,,,,,,0.13503151818941292,,,,,,,,,,,,0.2109754170089899,0.29404761904761906,1.0,,,,,0.38121606365249183,0.1646534380598043,,0.12024897879789925,,0.3671428571428571,,,0.14854454685099847,1.0,0.07673272882363846,,,,,,0.81,,,,,,,,0.31996336996336994,,,,,,,,,,,0.81,,,,0.27072829131652665,,,0.31843238113576033,,,0.6055555555555556,0.19553113553113555,1.0,1.0,,,,,,,0.8766666666666667,,,,,,,,,,0.2719165439371625,,,,,,,,0.81,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,0.997636876696655,,,,,0.86616867943039,,0.45030520830251336,,1.0,,,,,,,,,,,,0.9788441800598834,,,,,,,,,,,,0.9405051001729601,0.9907995838516077,0.9976792641883643,,,,,0.9889264949898212,0.9629593034017402,,0.9572587529013835,,0.9785289869959949,,,0.9891092043213602,1.0,0.9297489664868033,,,,,,0.9966845103247166,,,,,,,,0.9896783051321771,,,,,,,,,,,0.9927850695201419,,,,0.9832582728244076,,,0.9845157236974026,,,0.9986956985384292,0.996267784645619,1.0,1.0,,,,,,,1.0,,,,,,,,,,0.9886792652717631,,,,,,,,0.9895262624763921,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'RMSprop', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,0.002126065790190681,,0.8333333333333333,,,,,0.0027996856038425503,,0.0089411201275938,0.06749411861459927,0.022269813519813518,0.058823529411764705,,,,,,,,,0.0037114485204079247,,,,0.05347222222222223,,,,,,,,0.0017318094659369498,0.0024230661216297278,0.0037312707750878213,,,0.06495751896209562,,0.003161866385586118,0.29751989227381187,,0.012060614332808146,,0.005174528708965945,,,0.002322183748434614,0.0012418333287941923,0.0020525808746007838,,,,,,0.015201363660679982,,,,,,,,0.02888058482398105,,0.3714317510998411,,,,,,,,,0.004450727106880412,,,,0.003214145391330876,,,,,0.34640189763450396,0.007580024401594287,0.004788049258376723,0.3395433027011974,0.001830194378978662,,,,0.046308223700984884,,,0.007777069045720685,,,,,,,,,,0.00384367558640336,,,,,,,,0.08974531835205993,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,0.0031165701987534208,,0.060080442433383605,,,,,0.0015854953143351965,,0.0019221528111484864,0.02052552480644021,0.03040452024827025,0.08333333333333333,,,,,,,,,0.002835710439727656,,,,0.03200204813108039,,,,,,,,0.0022179780386921704,0.0018093164791985205,0.13758431455418463,,,0.06890317229939871,,0.0033409850421987184,0.02764831913212489,,0.022299583965774906,,0.003783968039914947,,,0.0029865091878980505,0.002123061942199178,0.0017247326664367024,,,,,,0.0029226709256326353,,,,,,,,0.003121336808596614,,0.08764484665686322,,,,,,,,,0.012686721339612775,,,,0.005246515410504962,,,,,0.04714687825019394,0.02250033179055869,0.003786559437851332,0.16761737536577787,0.07378326874565862,,,,0.029390781935138506,,,0.004822510033066345,,,,,,,,,,0.005753719634481425,,,,,,,,0.002121706155699769,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,0.3471590909090909,,,,,,,0.001734304543877905,,1.0,,,,,,,,,,,,0.0018181818181818182,,,,,,,,,,,,0.001774937877174299,0.0019984012789768186,0.16493356316885727,,,,,0.0018050541516245488,0.21696984792676505,,0.018602472151369422,,0.003078817733990148,,,0.0018162005085361425,1.0,0.0017247326664367024,,,,,,0.6388888888888888,,,,,,,,0.2357142857142857,,,,,,,,,,,0.3232034632034632,,,,0.0018953752843062926,,,,,,0.47345987345987345,0.0017550299653398972,1.0,0.6791666666666667,,,,,,,1.0,,,,,,,,,,0.001859427296392711,,,,,,,,0.4444444444444445,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,0.71,,,,,0.6861904761904761,,0.0627266435394574,,1.0,,,,,,,,,,,,0.5745421245421245,,,,,,,,,,,,0.03376276073345538,0.9028571428571428,1.0,,,,,0.31501741366403024,0.6681818181818182,,0.009063925887990598,,0.24458185633216234,,,0.7547619047619047,1.0,0.5290849673202613,,,,,,0.7595238095238095,,,,,,,,0.6295238095238095,,,,,,,,,,,1.0,,,,0.533131313131313,,,0.03642902894207242,,,1.0,0.5857142857142856,1.0,1.0,,,,,,,1.0,,,,,,,,,,0.9266666666666665,,,,,,,,0.9666666666666666,
