,dependency_anomalies_16_http_2,dependency_anomalies_41_Waveform_3,dependency_anomalies_19_landsat_2,dependency_anomalies_43_WDBC_3,dependency_anomalies_33_skin_2,dependency_anomalies_14_glass_2,dependency_anomalies_4_breastw_3,dependency_anomalies_23_mammography_2,dependency_anomalies_16_http_3,dependency_anomalies_15_Hepatitis_2,dependency_anomalies_36_speech_3,dependency_anomalies_39_vertebral_3,dependency_anomalies_42_WBC_3,dependency_anomalies_15_Hepatitis_3,dependency_anomalies_32_shuttle_1,dependency_anomalies_44_Wilt_2,dependency_anomalies_41_Waveform_1,dependency_anomalies_34_smtp_1,dependency_anomalies_33_skin_1,dependency_anomalies_42_WBC_2,dependency_anomalies_10_cover_1,dependency_anomalies_1_ALOI_2,dependency_anomalies_23_mammography_3,dependency_anomalies_8_celeba_1,dependency_anomalies_28_pendigits_1,dependency_anomalies_12_fault_1,dependency_anomalies_46_WPBC_3,dependency_anomalies_43_WDBC_1,dependency_anomalies_19_landsat_1,dependency_anomalies_30_satellite_2,dependency_anomalies_36_speech_2,dependency_anomalies_39_vertebral_2,dependency_anomalies_8_celeba_2,dependency_anomalies_22_magic.gamma_1,dependency_anomalies_44_Wilt_3,dependency_anomalies_27_PageBlocks_3,dependency_anomalies_28_pendigits_3,dependency_anomalies_46_WPBC_2,dependency_anomalies_38_thyroid_1,dependency_anomalies_45_wine_3,dependency_anomalies_4_breastw_2,dependency_anomalies_38_thyroid_3,dependency_anomalies_29_Pima_3,dependency_anomalies_45_wine_2,dependency_anomalies_47_yeast_3,dependency_anomalies_18_Ionosphere_2,dependency_anomalies_7_Cardiotocography_3,dependency_anomalies_38_thyroid_2,dependency_anomalies_18_Ionosphere_1,dependency_anomalies_2_annthyroid_3,dependency_anomalies_25_musk_3,dependency_anomalies_33_skin_3,dependency_anomalies_5_campaign_1,dependency_anomalies_46_WPBC_1,dependency_anomalies_7_Cardiotocography_2,dependency_anomalies_14_glass_1,dependency_anomalies_6_cardio_2,dependency_anomalies_6_cardio_3,dependency_anomalies_25_musk_1,dependency_anomalies_32_shuttle_2,dependency_anomalies_47_yeast_2,dependency_anomalies_21_Lymphography_2,dependency_anomalies_13_fraud_3,dependency_anomalies_31_satimage-2_1,dependency_anomalies_29_Pima_2,dependency_anomalies_1_ALOI_3,dependency_anomalies_39_vertebral_1,dependency_anomalies_37_Stamps_3,dependency_anomalies_21_Lymphography_1,dependency_anomalies_2_annthyroid_2,dependency_anomalies_36_speech_1,dependency_anomalies_23_mammography_1,dependency_anomalies_4_breastw_1,dependency_anomalies_41_Waveform_2,dependency_anomalies_7_Cardiotocography_1,dependency_anomalies_43_WDBC_2,dependency_anomalies_19_landsat_3,dependency_anomalies_30_satellite_1,dependency_anomalies_37_Stamps_1,dependency_anomalies_29_Pima_1,dependency_anomalies_10_cover_3,dependency_anomalies_13_fraud_2,dependency_anomalies_11_donors_2,dependency_anomalies_40_vowels_3,dependency_anomalies_47_yeast_1,dependency_anomalies_18_Ionosphere_3,dependency_anomalies_30_satellite_3,dependency_anomalies_22_magic.gamma_3,dependency_anomalies_8_celeba_3,dependency_anomalies_31_satimage-2_3,dependency_anomalies_2_annthyroid_1,dependency_anomalies_44_Wilt_1,dependency_anomalies_20_letter_2,dependency_anomalies_14_glass_3,dependency_anomalies_35_SpamBase_2,dependency_anomalies_34_smtp_2,dependency_anomalies_20_letter_3,dependency_anomalies_45_wine_1,dependency_anomalies_25_musk_2,dependency_anomalies_6_cardio_1,dependency_anomalies_13_fraud_1,dependency_anomalies_40_vowels_2,dependency_anomalies_37_Stamps_2,dependency_anomalies_12_fault_2,dependency_anomalies_20_letter_1,dependency_anomalies_10_cover_2,dependency_anomalies_32_shuttle_3,dependency_anomalies_16_http_1,dependency_anomalies_15_Hepatitis_1,dependency_anomalies_34_smtp_3,dependency_anomalies_42_WBC_1,dependency_anomalies_22_magic.gamma_2,dependency_anomalies_40_vowels_1,dependency_anomalies_21_Lymphography_3,dependency_anomalies_12_fault_3,dependency_anomalies_31_satimage-2_2
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.6525059665871122,,0.9998090692124105,,0.813747016706444,,,0.886873508353222,,,,,,,,0.7568496420047733,,,,,,0.9905489260143199,,,,,,,,0.5599045346062053,1.0,,1.0,,,,,,,,0.7556025369978858,,,,,,,0.6425775656324583,,,,,,,0.9586160108548168,,0.7775862068965518,,,0.971073985680191,0.6602129719264279,,,,0.6977443609022557,,,,,0.6010501193317421,,,,1.0,,,,,,,,,0.7829116945107399,,,,,,,,,,0.6652914798206278,,,,,,1.0,,,0.8936883629191321,,0.766740576496674,,0.9968496420047732,,,,,,0.7646778042959428,,,,1.0
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.5,,0.5,,0.5,,,0.5,,,,,,,,0.5,,,,,,0.5,,,,,,,,0.5,0.5,,0.5,,,,,,,,0.5295983086680761,,,,,,,0.5,,,,,,,0.5,,0.5,,,0.5,0.5,,,,0.5,,,,,0.5,,,,0.5,,,,,,,,,0.5,,,,,,,,,,0.5,,,,,,0.5,,,0.5,,0.5,,0.5,,,,,,0.5,,,,0.5
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.6939379474940335,,0.9996181384248211,,0.9600954653937948,,,0.9807159904534606,,,,,,,,0.930310262529833,,,,,,0.997708830548926,,,,,,,,0.9996181384248211,1.0,,0.9997136038186157,,,,,,,,0.9577167019027484,,,,,,,0.9883532219570407,,,,,,,0.9986431478968792,,0.9984326018808778,,,0.9795704057279236,0.9527589545014521,,,,0.9657894736842105,,,,,0.8895465393794749,,,,1.0,,,,,,,,,0.999236276849642,,,,,,,,,,0.9973094170403587,,,,,,1.0,,,0.9930966469428009,,1.0,,0.9990453460620525,,,,,,0.9932219570405728,,,,1.0
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.6854696658141615,,0.9993925757998645,,0.9422737396118728,,,0.9757841434031477,,,,,,,,0.8471824607971019,,,,,,0.9971734041159482,,,,,,,,0.9972096308405626,1.0,,0.9997024396078856,,,,,,,,0.9708799485091338,,,,,,,0.9781350072054726,,,,,,,0.9985962011823208,,0.9985843053822192,,,0.9853158731153275,0.9763899730950277,,,,0.9836833625416925,,,,,0.9686572758186612,,,,0.9998760544767915,,,,,,,,,0.9997311475783346,,,,,,,,,,0.9976705745138651,,,,,,1.0,,,0.9950816770343397,,0.9928816038815498,,0.99976634901829,,,,,,0.9901707098957058,,,,1.0
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'RMSprop', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.3633793103448276,,0.7843514510181178,,0.8129232895646165,0.6962025316455696,,0.7232558139534884,,0.43452380952380953,,,,,,0.6806102362204725,,,,0.5197604790419162,,0.8535253227408143,,,,,,,,0.8724340175953079,,0.6353591160220995,0.8667324777887463,,,,,0.3182608695652174,,,0.6978171091445429,,,0.4926829268292683,,0.44629629629629625,,0.6498932384341637,,,,,,,0.9374064837905237,,0.8861717100633357,,,0.5659931376286695,0.7521761200203042,,,,0.7576243980738363,,,,,0.4715758468335788,,,,0.8362068965517242,,0.869140625,,,,,,,0.4699027158492096,,,,,,,,,,0.7823913043478261,,,,,,0.9467954990215264,,,0.8909168081494058,0.53125,0.7280193236714976,,0.20695040999609526,,,,,,0.3820952380952381,,,,0.714354066985646
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.616896551724138,,0.2922879589546256,,0.6618521078092605,0.5,,0.6701198026779424,,0.3392857142857143,,,,,,0.5,,,,0.58562874251497,,0.8678003972194638,,,,,,,,0.2987943955685891,,0.46077348066298346,0.35241855873642647,,,,,0.791304347826087,,,0.5607079646017699,,,0.3853658536585366,,0.5333333333333333,,0.6828469750889679,,,,,,,0.6869077306733167,,0.5774102744546095,,,0.3578726648875334,0.37150081780752386,,,,0.706438380595684,,,,,0.6393225331369661,,,,0.18146551724137927,,0.58984375,,,,,,,0.5435751925415484,,,,,,,,,,0.8556521739130435,,,,,,0.4557240704500979,,,0.884974533106961,0.7610887096774194,0.6007246376811594,,0.7234673955486138,,,,,,0.7718095238095238,,,,0.7404306220095693
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.5,,1.0,,0.41081548030407744,,,0.5,,,,,,,,0.5,,,,,,0.9995034756703078,,,,,,,,1.0,,,1.0,,,,,,,,0.7421828908554573,,,,,,,0.5,,,,,,,0.9953865336658354,,0.9980647431386348,,,0.9809378574151735,0.6020191385760749,,,,0.6848582129481005,,,,,0.5,,,,1.0,,1.0,,,,,,,0.9543980543169842,,,,,,,,,,0.9991304347826087,,,,,,1.0,,,0.976018675721562,,0.9980676328502416,,0.9764154627098789,,,,,,0.5,,,,1.0
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.8683532219570407,,0.9993317422434368,,0.9829116945107399,,,0.9997136038186157,,,,,,,,0.9989498806682577,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,0.9957716701902749,,,,,,,0.9998090692124105,,,,,,,0.9987788331071913,,0.9992163009404389,,,0.9848210023866348,0.9181026137463698,,,,0.981954887218045,,,,,0.8930787589498806,,,,1.0,,,,,,,,,0.9223866348448688,,,,,,,,,,0.997847533632287,,,,,,1.0,,,0.9982248520710059,,1.0,,0.9984725536992841,,,,,,1.0,,,,1.0
